CaseId,CaseName,Owner,C1,C2,C3,C4,C5
CaseId,CaseName,Owner,C1,C2,C3,C4,C5
CouponClient_claimRedCoupon_claimRedCoupon01,claimRedCoupon01,luhm, , , , , 
AddressClient_saveAddressToCart_saveAddressToCart07,saveAddressToCart07,zhangqq, , , , , 
PointsClient_getStorePoints_getStorePoints01,getStorePoints001,dh, , , , , 
AddressClient_saveAddressToCart_saveAddressToCart06,saveAddressToCart06,zhangqq, , , , , 
CouponClient_claimShopCoupon_claimShopCoupon01,claimShopCoupon01,luhm, , , , , 
AddressClient_saveAddressToCart_saveAddressToCart01,saveAddressToCart01,zhangqq, , , , , 
AddressClient_saveAddressToCart_saveAddressToCart03,saveAddressToCart03,zhangqq, , , , , 
AddressClient_saveAddressToCart_saveAddressToCart02,saveAddressToCart02,zhangqq, , , , , 
AddressClient_saveAddressToCart_saveAddressToCart05,saveAddressToCart05,zhangqq, , , , , 
AddressClient_saveAddressToCart_saveAddressToCart04,saveAddressToCart04,zhangqq, , , , , 
ShippingContainerClient_saveShippingMethod_saveShippingMethod01,saveShippingMethod01,hao, , , , , 
ShippingContainerClient_saveShippingMethod_saveShippingMethod03,saveShippingMethod03,hao, , , , , 
ShippingContainerClient_saveShippingMethod_saveShippingMethod02,saveShippingMethod02,hao, , , , , 
InvoiceClient_rbSaveInvoice_rbSaveInvoice01,rbSaveInvoice01,lz, , , , , 
AddressClient_getSelectedAddress_getSelectedAddress01,getSelectedAddress01,zhangqq, , , , , 
AddressClient_getSelectedAddress_getSelectedAddress02,getSelectedAddress02,zhangqq, , , , , 
AddressClient_getSelectedAddress_getSelectedAddress03,getSelectedAddress03,zhangqq, , , , , 
AddressClient_getSelectedAddress_getSelectedAddress04,getSelectedAddress04,zhangqq, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon03,claimBlueCoupon03,luhm, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon02,claimBlueCoupon02,luhm, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon01,claimBlueCoupon01,luhm, , , , , 
AddressClient_getSelectedAddress_getSelectedAddress05,getSelectedAddress05,zhangqq, , , , , 
PointsClient_exchangeStorePoints_exchangeStorePoints01,exchangeStorePoints001,yx, , , , , 
AddressClient_getSelectedAddress_getSelectedAddress06,getSelectedAddress06,zhangqq, , , , , 
AddressClient_getSelectedAddress_getSelectedAddress07,getSelectedAddress07,zhangqq, , , , , 
ShippingContainerClient_saveDeliveryTime_saveDeliveryTime01,saveDeliveryTime01,hao, , , , , 
CouponClient_unClaimBlueCoupon_unClaimBlueCoupon01,unClaimBlueCoupon01,luhm, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg01,queryInvoiceMsg01,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg03,queryInvoiceMsg03,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg02,queryInvoiceMsg02,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg11,queryInvoiceMsg11,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg12,queryInvoiceMsg12,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg13,queryInvoiceMsg13,lz, , , , , 
CouponClient_unClaimRedCoupon_unClaimRedCoupon01,unClaimRedCoupon01,luhm, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg14,queryInvoiceMsg14,lz, , , , , 
AddressClient_removeAddressToCart_removeAddressToCart02,removeAddressToCart02,zhangqq, , , , , 
AddressClient_removeAddressToCart_removeAddressToCart01,removeAddressToCart01,zhangqq, , , , , 
AddressClient_removeAddressToCart_removeAddressToCart04,removeAddressToCart04,zhangqq, , , , , 
AddressClient_removeAddressToCart_removeAddressToCart03,removeAddressToCart03,zhangqq, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg10,queryInvoiceMsg10,lz, , , , , 
AddressClient_getAllAddress_getAllAddress08,getAllAddress08,zhangqq, , , , , 
AddressClient_getAllAddress_getAllAddress07,getAllAddress07,zhangqq, , , , , 
AddressClient_getAllAddress_getAllAddress03,getAllAddress03,zhangqq, , , , , 
InvoiceClient_saveInvoice_saveInvoice01,saveInvoice01,lz, , , , , 
AddressClient_getAllAddress_getAllAddress04,getAllAddress04,zhangqq, , , , , 
AddressClient_getAllAddress_getAllAddress05,getAllAddress05,zhangqq, , , , , 
InvoiceClient_saveInvoice_saveInvoice03,saveInvoice03,lz, , , , , 
AddressClient_getAllAddress_getAllAddress06,getAllAddress06,zhangqq, , , , , 
InvoiceClient_saveInvoice_saveInvoice02,saveInvoice02,lz, , , , , 
InvoiceClient_saveInvoice_saveInvoice05,saveInvoice05,lz, , , , , 
InvoiceClient_saveInvoice_saveInvoice04,saveInvoice04,lz, , , , , 
AddressClient_getAllAddress_getAllAddress01,getAllAddress01,zhangqq, , , , , 
AddressClient_getAllAddress_getAllAddress02,getAllAddress02,zhangqq, , , , , 
ShippingContainerClient_saveDeliveryTime_saveDeliveryTime03,saveDeliveryTime03,hao, , , , , 
AddressClient_removeAddressToCart_removeAddressToCart05,removeAddressToCart05,zhangqq, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg09,queryInvoiceMsg09,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg08,queryInvoiceMsg08,lz, , , , , 
ShippingContainerClient_saveDeliveryTime_saveDeliveryTime02,saveDeliveryTime02,hao, , , , , 
ShippingContainerClient_saveDeliveryTime_saveDeliveryTime04,saveDeliveryTime04,hao, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg05,queryInvoiceMsg05,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg04,queryInvoiceMsg04,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg07,queryInvoiceMsg07,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg06,queryInvoiceMsg06,lz, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon10,claimBlueCoupon10,luhm, , , , , 
ShippingContainerClient_saveComments_saveComments08,saveComments08,hao, , , , , 
ShippingContainerClient_saveComments_saveComments07,saveComments07,hao, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon05,claimBlueCoupon05,luhm, , , , , 
ShippingContainerClient_saveComments_saveComments04,saveComments04,hao, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon04,claimBlueCoupon04,luhm, , , , , 
ShippingContainerClient_saveComments_saveComments03,saveComments03,hao, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon07,claimBlueCoupon07,luhm, , , , , 
ShippingContainerClient_saveComments_saveComments06,saveComments06,hao, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon06,claimBlueCoupon06,luhm, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg19,queryInvoiceMsg19,lz, , , , , 
ShippingContainerClient_saveComments_saveComments05,saveComments05,hao, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon09,claimBlueCoupon09,luhm, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg18,queryInvoiceMsg18,lz, , , , , 
CouponClient_claimBlueCoupon_claimBlueCoupon08,claimBlueCoupon08,luhm, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg17,queryInvoiceMsg17,lz, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg16,queryInvoiceMsg16,lz, , , , , 
PointsClient_cancelUseOnlinePoints_cancelUseOnlinePoints01,cancelUseOnlinePoints001,yx, , , , , 
ShippingContainerClient_saveComments_saveComments02,saveComments02,hao, , , , , 
InvoiceClient_queryInvoiceMsg_queryInvoiceMsg15,queryInvoiceMsg15,lz, , , , , 
ShippingContainerClient_saveComments_saveComments01,saveComments01,hao, , , , , 
ShippingContainerClient_rbSaveComments_rbSaveComments01,rbSaveComments01,hao, , , , , 
ShippingContainerClient_getShippingGroups_getShippingGroups08,getShippingGroups08,hao, , , , , 
CouponClient_delAllRedCoupon_delAllRedCoupon01,delAllRedCoupon01,luhm, , , , , 
PointsClient_useOnlinePoints_useOnlinePoints01,useOnlinePoints001,dh, , , , , 
AddressClient_rbSaveAddressToCart_rbSaveAddressToCart05,rbSaveAddressToCart05,zhangqq, , , , , 
ShippingContainerClient_getShippingGroups_getShippingGroups05,getShippingGroups05,hao, , , , , 
AddressClient_rbSaveAddressToCart_rbSaveAddressToCart04,rbSaveAddressToCart04,zhangqq, , , , , 
ShippingContainerClient_getShippingGroups_getShippingGroups04,getShippingGroups04,hao, , , , , 
AddressClient_rbSaveAddressToCart_rbSaveAddressToCart03,rbSaveAddressToCart03,zhangqq, , , , , 
ShippingContainerClient_getShippingGroups_getShippingGroups07,getShippingGroups07,hao, , , , , 
AddressClient_rbSaveAddressToCart_rbSaveAddressToCart02,rbSaveAddressToCart02,zhangqq, , , , , 
ShippingContainerClient_getShippingGroups_getShippingGroups06,getShippingGroups06,hao, , , , , 
AddressClient_rbSaveAddressToCart_rbSaveAddressToCart01,rbSaveAddressToCart01,zhangqq, , , , , 
ShippingContainerClient_getShippingGroups_getShippingGroups01,getShippingGroups01,hao, , , , , 
ShippingContainerClient_getShippingGroups_getShippingGroups03,getShippingGroups03,hao, , , , , 
ShippingContainerClient_getShippingGroups_getShippingGroups02,getShippingGroups02,hao, , , , , 
CouponClient_unClaimShopCoupon_unClaimShopCoupon01,unClaimShopCoupon01,luhm, , , , , 
ShippingContainerClient_saveRackInstallationFlagToCart_saveRackInstallationFlagToCart01,saveRackInstallationFlagToCart01,yx, , , , , 